League,date,Currency,PriceCurrency,Value,CurrencyID
Bestiary,2018-03-02,Orb of Augmentation,Chaos Orb,1,11
Bestiary,2018-03-03,Orb of Augmentation,Chaos Orb,0.23902,11
Bestiary,2018-03-04,Orb of Augmentation,Chaos Orb,0.09984,11
Bestiary,2018-03-05,Orb of Augmentation,Chaos Orb,0.05199,11
Bestiary,2018-03-06,Orb of Augmentation,Chaos Orb,0.04286,11
Bestiary,2018-03-07,Orb of Augmentation,Chaos Orb,0.03661,11
Bestiary,2018-03-08,Orb of Augmentation,Chaos Orb,0.0316,11
Bestiary,2018-03-09,Orb of Augmentation,Chaos Orb,0.03108,11
Bestiary,2018-03-10,Orb of Augmentation,Chaos Orb,0.03038,11
Bestiary,2018-03-11,Orb of Augmentation,Chaos Orb,0.0314,11
Bestiary,2018-03-12,Orb of Augmentation,Chaos Orb,0.03391,11
Bestiary,2018-03-13,Orb of Augmentation,Chaos Orb,0.0488,11
Bestiary,2018-03-14,Orb of Augmentation,Chaos Orb,0.04408,11
Bestiary,2018-03-15,Orb of Augmentation,Chaos Orb,0.04475,11
Bestiary,2018-03-16,Orb of Augmentation,Chaos Orb,0.04154,11
Bestiary,2018-03-17,Orb of Augmentation,Chaos Orb,0.04185,11
Bestiary,2018-03-18,Orb of Augmentation,Chaos Orb,0.03889,11
Bestiary,2018-03-19,Orb of Augmentation,Chaos Orb,0.03691,11
Bestiary,2018-03-20,Orb of Augmentation,Chaos Orb,0.03586,11
Bestiary,2018-03-21,Orb of Augmentation,Chaos Orb,0.03435,11
Bestiary,2018-03-22,Orb of Augmentation,Chaos Orb,0.03623,11
Bestiary,2018-03-23,Orb of Augmentation,Chaos Orb,0.03854,11
Bestiary,2018-03-24,Orb of Augmentation,Chaos Orb,0.03966,11
Bestiary,2018-03-25,Orb of Augmentation,Chaos Orb,0.03809,11
Bestiary,2018-03-26,Orb of Augmentation,Chaos Orb,0.03527,11
Bestiary,2018-03-27,Orb of Augmentation,Chaos Orb,0.03365,11
Bestiary,2018-03-28,Orb of Augmentation,Chaos Orb,0.03333,11
Bestiary,2018-03-29,Orb of Augmentation,Chaos Orb,0.03376,11
Bestiary,2018-03-30,Orb of Augmentation,Chaos Orb,0.03301,11
Bestiary,2018-03-31,Orb of Augmentation,Chaos Orb,0.03281,11
Bestiary,2018-04-01,Orb of Augmentation,Chaos Orb,0.03332,11
Bestiary,2018-04-02,Orb of Augmentation,Chaos Orb,0.03595,11
Bestiary,2018-04-03,Orb of Augmentation,Chaos Orb,0.03877,11
Bestiary,2018-04-04,Orb of Augmentation,Chaos Orb,0.04,11
Bestiary,2018-04-05,Orb of Augmentation,Chaos Orb,0.03959,11
Bestiary,2018-04-06,Orb of Augmentation,Chaos Orb,0.03936,11
Bestiary,2018-04-07,Orb of Augmentation,Chaos Orb,0.03787,11
Bestiary,2018-04-08,Orb of Augmentation,Chaos Orb,0.03759,11
Bestiary,2018-04-09,Orb of Augmentation,Chaos Orb,0.03421,11
Bestiary,2018-04-10,Orb of Augmentation,Chaos Orb,0.03333,11
Bestiary,2018-04-11,Orb of Augmentation,Chaos Orb,0.03774,11
Bestiary,2018-04-12,Orb of Augmentation,Chaos Orb,0.04006,11
Bestiary,2018-04-13,Orb of Augmentation,Chaos Orb,0.04295,11
Bestiary,2018-04-14,Orb of Augmentation,Chaos Orb,0.04144,11
Bestiary,2018-04-15,Orb of Augmentation,Chaos Orb,0.04167,11
Bestiary,2018-04-16,Orb of Augmentation,Chaos Orb,0.04028,11
Bestiary,2018-04-17,Orb of Augmentation,Chaos Orb,0.04123,11
Bestiary,2018-04-18,Orb of Augmentation,Chaos Orb,0.03973,11
Bestiary,2018-04-19,Orb of Augmentation,Chaos Orb,0.03818,11
Bestiary,2018-04-20,Orb of Augmentation,Chaos Orb,0.03954,11
Bestiary,2018-04-21,Orb of Augmentation,Chaos Orb,0.04412,11
Bestiary,2018-04-22,Orb of Augmentation,Chaos Orb,0.04225,11
Bestiary,2018-04-23,Orb of Augmentation,Chaos Orb,0.04173,11
Bestiary,2018-04-24,Orb of Augmentation,Chaos Orb,0.04476,11
Bestiary,2018-04-25,Orb of Augmentation,Chaos Orb,0.04722,11
Bestiary,2018-04-26,Orb of Augmentation,Chaos Orb,0.04715,11
Bestiary,2018-04-27,Orb of Augmentation,Chaos Orb,0.04776,11
Bestiary,2018-04-28,Orb of Augmentation,Chaos Orb,0.04,11
Bestiary,2018-04-29,Orb of Augmentation,Chaos Orb,0.04,11
Bestiary,2018-04-30,Orb of Augmentation,Chaos Orb,0.03776,11
Bestiary,2018-05-01,Orb of Augmentation,Chaos Orb,0.03811,11
Bestiary,2018-05-02,Orb of Augmentation,Chaos Orb,0.03671,11
Bestiary,2018-05-03,Orb of Augmentation,Chaos Orb,0.03704,11
Bestiary,2018-05-04,Orb of Augmentation,Chaos Orb,0.03704,11
Bestiary,2018-05-05,Orb of Augmentation,Chaos Orb,0.03681,11
Bestiary,2018-05-06,Orb of Augmentation,Chaos Orb,0.03638,11
Bestiary,2018-05-07,Orb of Augmentation,Chaos Orb,0.03704,11
Bestiary,2018-05-08,Orb of Augmentation,Chaos Orb,0.03704,11
Bestiary,2018-05-09,Orb of Augmentation,Chaos Orb,0.03742,11
Bestiary,2018-05-10,Orb of Augmentation,Chaos Orb,0.04144,11
Bestiary,2018-05-11,Orb of Augmentation,Chaos Orb,0.04464,11
Bestiary,2018-05-12,Orb of Augmentation,Chaos Orb,0.04545,11
Bestiary,2018-05-13,Orb of Augmentation,Chaos Orb,0.03867,11
Bestiary,2018-05-14,Orb of Augmentation,Chaos Orb,0.03952,11
Bestiary,2018-05-15,Orb of Augmentation,Chaos Orb,0.04,11
Bestiary,2018-05-16,Orb of Augmentation,Chaos Orb,0.03912,11
Bestiary,2018-05-17,Orb of Augmentation,Chaos Orb,0.03641,11
Bestiary,2018-05-18,Orb of Augmentation,Chaos Orb,0.04,11
Bestiary,2018-05-19,Orb of Augmentation,Chaos Orb,0.04,11
Bestiary,2018-05-20,Orb of Augmentation,Chaos Orb,0.0442,11
Bestiary,2018-05-21,Orb of Augmentation,Chaos Orb,0.0438,11
Bestiary,2018-05-22,Orb of Augmentation,Chaos Orb,0.04418,11
Bestiary,2018-05-23,Orb of Augmentation,Chaos Orb,0.04096,11
Bestiary,2018-05-24,Orb of Augmentation,Chaos Orb,0.04368,11
Bestiary,2018-05-25,Orb of Augmentation,Chaos Orb,0.04475,11
Bestiary,2018-05-26,Orb of Augmentation,Chaos Orb,0.04803,11
Bestiary,2018-05-27,Orb of Augmentation,Chaos Orb,0.04812,11
Bestiary,2018-05-28,Orb of Augmentation,Chaos Orb,0.04984,11
Bestiary,2018-03-02,Orb of Transmutation,Chaos Orb,0.96089,2
Bestiary,2018-03-03,Orb of Transmutation,Chaos Orb,0.16176,2
Bestiary,2018-03-04,Orb of Transmutation,Chaos Orb,0.04976,2
Bestiary,2018-03-05,Orb of Transmutation,Chaos Orb,0.03469,2
Bestiary,2018-03-06,Orb of Transmutation,Chaos Orb,0.03235,2
Bestiary,2018-03-07,Orb of Transmutation,Chaos Orb,0.03075,2
Bestiary,2018-03-08,Orb of Transmutation,Chaos Orb,0.02867,2
Bestiary,2018-03-09,Orb of Transmutation,Chaos Orb,0.02739,2
Bestiary,2018-03-10,Orb of Transmutation,Chaos Orb,0.03058,2
Bestiary,2018-03-11,Orb of Transmutation,Chaos Orb,0.03265,2
Bestiary,2018-03-12,Orb of Transmutation,Chaos Orb,0.03114,2
Bestiary,2018-03-13,Orb of Transmutation,Chaos Orb,0.0312,2
Bestiary,2018-03-14,Orb of Transmutation,Chaos Orb,0.03116,2
Bestiary,2018-03-15,Orb of Transmutation,Chaos Orb,0.03203,2
Bestiary,2018-03-16,Orb of Transmutation,Chaos Orb,0.03164,2
Bestiary,2018-03-17,Orb of Transmutation,Chaos Orb,0.0317,2
Bestiary,2018-03-18,Orb of Transmutation,Chaos Orb,0.0314,2
Bestiary,2018-03-19,Orb of Transmutation,Chaos Orb,0.03006,2
Bestiary,2018-03-20,Orb of Transmutation,Chaos Orb,0.03102,2
Bestiary,2018-03-21,Orb of Transmutation,Chaos Orb,0.02916,2
Bestiary,2018-03-22,Orb of Transmutation,Chaos Orb,0.02857,2
Bestiary,2018-03-23,Orb of Transmutation,Chaos Orb,0.02858,2
Bestiary,2018-03-24,Orb of Transmutation,Chaos Orb,0.02821,2
Bestiary,2018-03-25,Orb of Transmutation,Chaos Orb,0.02841,2
Bestiary,2018-03-26,Orb of Transmutation,Chaos Orb,0.0285,2
Bestiary,2018-03-27,Orb of Transmutation,Chaos Orb,0.02818,2
Bestiary,2018-03-28,Orb of Transmutation,Chaos Orb,0.02841,2
Bestiary,2018-03-29,Orb of Transmutation,Chaos Orb,0.02841,2
Bestiary,2018-03-30,Orb of Transmutation,Chaos Orb,0.02835,2
Bestiary,2018-03-31,Orb of Transmutation,Chaos Orb,0.02839,2
Bestiary,2018-04-01,Orb of Transmutation,Chaos Orb,0.02842,2
Bestiary,2018-04-02,Orb of Transmutation,Chaos Orb,0.02858,2
Bestiary,2018-04-03,Orb of Transmutation,Chaos Orb,0.02867,2
Bestiary,2018-04-04,Orb of Transmutation,Chaos Orb,0.02935,2
Bestiary,2018-04-05,Orb of Transmutation,Chaos Orb,0.02906,2
Bestiary,2018-04-06,Orb of Transmutation,Chaos Orb,0.02884,2
Bestiary,2018-04-07,Orb of Transmutation,Chaos Orb,0.02861,2
Bestiary,2018-04-08,Orb of Transmutation,Chaos Orb,0.03037,2
Bestiary,2018-04-09,Orb of Transmutation,Chaos Orb,0.0311,2
Bestiary,2018-04-10,Orb of Transmutation,Chaos Orb,0.0303,2
Bestiary,2018-04-11,Orb of Transmutation,Chaos Orb,0.03153,2
Bestiary,2018-04-12,Orb of Transmutation,Chaos Orb,0.03275,2
Bestiary,2018-04-13,Orb of Transmutation,Chaos Orb,0.03254,2
Bestiary,2018-04-14,Orb of Transmutation,Chaos Orb,0.03039,2
Bestiary,2018-04-15,Orb of Transmutation,Chaos Orb,0.03031,2
Bestiary,2018-04-16,Orb of Transmutation,Chaos Orb,0.0302,2
Bestiary,2018-04-17,Orb of Transmutation,Chaos Orb,0.02858,2
Bestiary,2018-04-18,Orb of Transmutation,Chaos Orb,0.0284,2
Bestiary,2018-04-19,Orb of Transmutation,Chaos Orb,0.02765,2
Bestiary,2018-04-20,Orb of Transmutation,Chaos Orb,0.02809,2
Bestiary,2018-04-21,Orb of Transmutation,Chaos Orb,0.02808,2
Bestiary,2018-04-22,Orb of Transmutation,Chaos Orb,0.02796,2
Bestiary,2018-04-23,Orb of Transmutation,Chaos Orb,0.02614,2
Bestiary,2018-04-24,Orb of Transmutation,Chaos Orb,0.02782,2
Bestiary,2018-04-25,Orb of Transmutation,Chaos Orb,0.02504,2
Bestiary,2018-04-26,Orb of Transmutation,Chaos Orb,0.02492,2
Bestiary,2018-04-27,Orb of Transmutation,Chaos Orb,0.02495,2
Bestiary,2018-04-28,Orb of Transmutation,Chaos Orb,0.025,2
Bestiary,2018-04-29,Orb of Transmutation,Chaos Orb,0.02476,2
Bestiary,2018-04-30,Orb of Transmutation,Chaos Orb,0.02465,2
Bestiary,2018-05-01,Orb of Transmutation,Chaos Orb,0.025,2
Bestiary,2018-05-02,Orb of Transmutation,Chaos Orb,0.025,2
Bestiary,2018-05-03,Orb of Transmutation,Chaos Orb,0.025,2
Bestiary,2018-05-04,Orb of Transmutation,Chaos Orb,0.025,2
Bestiary,2018-05-05,Orb of Transmutation,Chaos Orb,0.02599,2
Bestiary,2018-05-06,Orb of Transmutation,Chaos Orb,0.025,2
Bestiary,2018-05-07,Orb of Transmutation,Chaos Orb,0.025,2
Bestiary,2018-05-08,Orb of Transmutation,Chaos Orb,0.025,2
Bestiary,2018-05-09,Orb of Transmutation,Chaos Orb,0.02495,2
Bestiary,2018-05-10,Orb of Transmutation,Chaos Orb,0.025,2
Bestiary,2018-05-11,Orb of Transmutation,Chaos Orb,0.02631,2
Bestiary,2018-05-12,Orb of Transmutation,Chaos Orb,0.025,2
Bestiary,2018-05-13,Orb of Transmutation,Chaos Orb,0.025,2
Bestiary,2018-05-14,Orb of Transmutation,Chaos Orb,0.025,2
Bestiary,2018-05-15,Orb of Transmutation,Chaos Orb,0.02489,2
Bestiary,2018-05-16,Orb of Transmutation,Chaos Orb,0.025,2
Bestiary,2018-05-17,Orb of Transmutation,Chaos Orb,0.02478,2
Bestiary,2018-05-18,Orb of Transmutation,Chaos Orb,0.02439,2
Bestiary,2018-05-19,Orb of Transmutation,Chaos Orb,0.02439,2
Bestiary,2018-05-20,Orb of Transmutation,Chaos Orb,0.02439,2
Bestiary,2018-05-21,Orb of Transmutation,Chaos Orb,0.02445,2
Bestiary,2018-05-22,Orb of Transmutation,Chaos Orb,0.02439,2
Bestiary,2018-05-23,Orb of Transmutation,Chaos Orb,0.02439,2
Bestiary,2018-05-24,Orb of Transmutation,Chaos Orb,0.02439,2
Bestiary,2018-05-25,Orb of Transmutation,Chaos Orb,0.02439,2
Bestiary,2018-05-26,Orb of Transmutation,Chaos Orb,0.02311,2
Bestiary,2018-05-27,Orb of Transmutation,Chaos Orb,0.02277,2
Bestiary,2018-05-28,Orb of Transmutation,Chaos Orb,0.02439,2
Bestiary,2018-03-02,Chromatic Orb,Chaos Orb,0.36523,6
Bestiary,2018-03-03,Chromatic Orb,Chaos Orb,0.03846,6
Bestiary,2018-03-04,Chromatic Orb,Chaos Orb,0.05675,6
Bestiary,2018-03-05,Chromatic Orb,Chaos Orb,0.06686,6
Bestiary,2018-03-06,Chromatic Orb,Chaos Orb,0.06898,6
Bestiary,2018-03-07,Chromatic Orb,Chaos Orb,0.06648,6
Bestiary,2018-03-08,Chromatic Orb,Chaos Orb,0.06275,6
Bestiary,2018-03-09,Chromatic Orb,Chaos Orb,0.06367,6
Bestiary,2018-03-10,Chromatic Orb,Chaos Orb,0.06534,6
Bestiary,2018-03-11,Chromatic Orb,Chaos Orb,0.06598,6
Bestiary,2018-03-12,Chromatic Orb,Chaos Orb,0.0671,6
Bestiary,2018-03-13,Chromatic Orb,Chaos Orb,0.06603,6
Bestiary,2018-03-14,Chromatic Orb,Chaos Orb,0.06647,6
Bestiary,2018-03-15,Chromatic Orb,Chaos Orb,0.06723,6
Bestiary,2018-03-16,Chromatic Orb,Chaos Orb,0.06689,6
Bestiary,2018-03-17,Chromatic Orb,Chaos Orb,0.07014,6
Bestiary,2018-03-18,Chromatic Orb,Chaos Orb,0.06928,6
Bestiary,2018-03-19,Chromatic Orb,Chaos Orb,0.06943,6
Bestiary,2018-03-20,Chromatic Orb,Chaos Orb,0.06821,6
Bestiary,2018-03-21,Chromatic Orb,Chaos Orb,0.068,6
Bestiary,2018-03-22,Chromatic Orb,Chaos Orb,0.0675,6
Bestiary,2018-03-23,Chromatic Orb,Chaos Orb,0.06791,6
Bestiary,2018-03-24,Chromatic Orb,Chaos Orb,0.06935,6
Bestiary,2018-03-25,Chromatic Orb,Chaos Orb,0.07231,6
Bestiary,2018-03-26,Chromatic Orb,Chaos Orb,0.07625,6
Bestiary,2018-03-27,Chromatic Orb,Chaos Orb,0.07673,6
Bestiary,2018-03-28,Chromatic Orb,Chaos Orb,0.08427,6
Bestiary,2018-03-29,Chromatic Orb,Chaos Orb,0.09288,6
Bestiary,2018-03-30,Chromatic Orb,Chaos Orb,0.09251,6
Bestiary,2018-03-31,Chromatic Orb,Chaos Orb,0.09296,6
Bestiary,2018-04-01,Chromatic Orb,Chaos Orb,0.09381,6
Bestiary,2018-04-02,Chromatic Orb,Chaos Orb,0.09904,6
Bestiary,2018-04-03,Chromatic Orb,Chaos Orb,0.09961,6
Bestiary,2018-04-04,Chromatic Orb,Chaos Orb,0.09728,6
Bestiary,2018-04-05,Chromatic Orb,Chaos Orb,0.09742,6
Bestiary,2018-04-06,Chromatic Orb,Chaos Orb,0.09769,6
Bestiary,2018-04-07,Chromatic Orb,Chaos Orb,0.09763,6
Bestiary,2018-04-08,Chromatic Orb,Chaos Orb,0.09867,6
Bestiary,2018-04-09,Chromatic Orb,Chaos Orb,0.09828,6
Bestiary,2018-04-10,Chromatic Orb,Chaos Orb,0.09861,6
Bestiary,2018-04-11,Chromatic Orb,Chaos Orb,0.10043,6
Bestiary,2018-04-12,Chromatic Orb,Chaos Orb,0.10134,6
Bestiary,2018-04-13,Chromatic Orb,Chaos Orb,0.10034,6
Bestiary,2018-04-14,Chromatic Orb,Chaos Orb,0.09975,6
Bestiary,2018-04-15,Chromatic Orb,Chaos Orb,0.1023,6
Bestiary,2018-04-16,Chromatic Orb,Chaos Orb,0.10533,6
Bestiary,2018-04-17,Chromatic Orb,Chaos Orb,0.10767,6
Bestiary,2018-04-18,Chromatic Orb,Chaos Orb,0.10863,6
Bestiary,2018-04-19,Chromatic Orb,Chaos Orb,0.11021,6
Bestiary,2018-04-20,Chromatic Orb,Chaos Orb,0.1112,6
Bestiary,2018-04-21,Chromatic Orb,Chaos Orb,0.11036,6
Bestiary,2018-04-22,Chromatic Orb,Chaos Orb,0.10937,6
Bestiary,2018-04-23,Chromatic Orb,Chaos Orb,0.10827,6
Bestiary,2018-04-24,Chromatic Orb,Chaos Orb,0.10762,6
Bestiary,2018-04-25,Chromatic Orb,Chaos Orb,0.10979,6
Bestiary,2018-04-26,Chromatic Orb,Chaos Orb,0.10912,6
Bestiary,2018-04-27,Chromatic Orb,Chaos Orb,0.10958,6
Bestiary,2018-04-28,Chromatic Orb,Chaos Orb,0.11018,6
Bestiary,2018-04-29,Chromatic Orb,Chaos Orb,0.10989,6
Bestiary,2018-04-30,Chromatic Orb,Chaos Orb,0.11111,6
Bestiary,2018-05-01,Chromatic Orb,Chaos Orb,0.11364,6
Bestiary,2018-05-02,Chromatic Orb,Chaos Orb,0.11304,6
Bestiary,2018-05-03,Chromatic Orb,Chaos Orb,0.11111,6
Bestiary,2018-05-04,Chromatic Orb,Chaos Orb,0.10989,6
Bestiary,2018-05-05,Chromatic Orb,Chaos Orb,0.10661,6
Bestiary,2018-05-06,Chromatic Orb,Chaos Orb,0.09602,6
Bestiary,2018-05-07,Chromatic Orb,Chaos Orb,0.09725,6
Bestiary,2018-05-08,Chromatic Orb,Chaos Orb,0.09091,6
Bestiary,2018-05-09,Chromatic Orb,Chaos Orb,0.09091,6
Bestiary,2018-05-10,Chromatic Orb,Chaos Orb,0.09102,6
Bestiary,2018-05-11,Chromatic Orb,Chaos Orb,0.09091,6
Bestiary,2018-05-12,Chromatic Orb,Chaos Orb,0.09756,6
Bestiary,2018-05-13,Chromatic Orb,Chaos Orb,0.1,6
Bestiary,2018-05-14,Chromatic Orb,Chaos Orb,0.1,6
Bestiary,2018-05-15,Chromatic Orb,Chaos Orb,0.11111,6
Bestiary,2018-05-16,Chromatic Orb,Chaos Orb,0.11111,6
Bestiary,2018-05-17,Chromatic Orb,Chaos Orb,0.10526,6
Bestiary,2018-05-18,Chromatic Orb,Chaos Orb,0.10462,6
Bestiary,2018-05-19,Chromatic Orb,Chaos Orb,0.1,6
Bestiary,2018-05-20,Chromatic Orb,Chaos Orb,0.1,6
Bestiary,2018-05-21,Chromatic Orb,Chaos Orb,0.10663,6
Bestiary,2018-05-22,Chromatic Orb,Chaos Orb,0.11058,6
Bestiary,2018-05-23,Chromatic Orb,Chaos Orb,0.11034,6
Bestiary,2018-05-24,Chromatic Orb,Chaos Orb,0.1051,6
Bestiary,2018-05-25,Chromatic Orb,Chaos Orb,0.1087,6
Bestiary,2018-05-26,Chromatic Orb,Chaos Orb,0.10526,6
Bestiary,2018-05-27,Chromatic Orb,Chaos Orb,0.1067,6
Bestiary,2018-05-28,Chromatic Orb,Chaos Orb,0.10526,6
Bestiary,2018-03-02,Blacksmith's Whetstone,Chaos Orb,0.9985,10
Bestiary,2018-03-03,Blacksmith's Whetstone,Chaos Orb,0.10667,10
Bestiary,2018-03-04,Blacksmith's Whetstone,Chaos Orb,0.04618,10
Bestiary,2018-03-05,Blacksmith's Whetstone,Chaos Orb,0.03603,10
Bestiary,2018-03-06,Blacksmith's Whetstone,Chaos Orb,0.03393,10
Bestiary,2018-03-07,Blacksmith's Whetstone,Chaos Orb,0.03327,10
Bestiary,2018-03-08,Blacksmith's Whetstone,Chaos Orb,0.03336,10
Bestiary,2018-03-09,Blacksmith's Whetstone,Chaos Orb,0.03367,10
Bestiary,2018-03-10,Blacksmith's Whetstone,Chaos Orb,0.03377,10
Bestiary,2018-03-11,Blacksmith's Whetstone,Chaos Orb,0.03349,10
Bestiary,2018-03-12,Blacksmith's Whetstone,Chaos Orb,0.03312,10
Bestiary,2018-03-13,Blacksmith's Whetstone,Chaos Orb,0.03702,10
Bestiary,2018-03-14,Blacksmith's Whetstone,Chaos Orb,0.03542,10
Bestiary,2018-03-15,Blacksmith's Whetstone,Chaos Orb,0.03482,10
Bestiary,2018-03-16,Blacksmith's Whetstone,Chaos Orb,0.03353,10
Bestiary,2018-03-17,Blacksmith's Whetstone,Chaos Orb,0.0333,10
Bestiary,2018-03-18,Blacksmith's Whetstone,Chaos Orb,0.03321,10
Bestiary,2018-03-19,Blacksmith's Whetstone,Chaos Orb,0.0348,10
Bestiary,2018-03-20,Blacksmith's Whetstone,Chaos Orb,0.03516,10
Bestiary,2018-03-21,Blacksmith's Whetstone,Chaos Orb,0.03317,10
Bestiary,2018-03-22,Blacksmith's Whetstone,Chaos Orb,0.03271,10
Bestiary,2018-03-23,Blacksmith's Whetstone,Chaos Orb,0.03312,10
Bestiary,2018-03-24,Blacksmith's Whetstone,Chaos Orb,0.03333,10
Bestiary,2018-03-25,Blacksmith's Whetstone,Chaos Orb,0.03333,10
Bestiary,2018-03-26,Blacksmith's Whetstone,Chaos Orb,0.03333,10
Bestiary,2018-03-27,Blacksmith's Whetstone,Chaos Orb,0.03333,10
Bestiary,2018-03-28,Blacksmith's Whetstone,Chaos Orb,0.03325,10
Bestiary,2018-03-29,Blacksmith's Whetstone,Chaos Orb,0.03324,10
Bestiary,2018-03-30,Blacksmith's Whetstone,Chaos Orb,0.03321,10
Bestiary,2018-03-31,Blacksmith's Whetstone,Chaos Orb,0.03251,10
Bestiary,2018-04-01,Blacksmith's Whetstone,Chaos Orb,0.0332,10
Bestiary,2018-04-02,Blacksmith's Whetstone,Chaos Orb,0.03333,10
Bestiary,2018-04-03,Blacksmith's Whetstone,Chaos Orb,0.03333,10
Bestiary,2018-04-04,Blacksmith's Whetstone,Chaos Orb,0.03331,10
Bestiary,2018-04-05,Blacksmith's Whetstone,Chaos Orb,0.0333,10
Bestiary,2018-04-06,Blacksmith's Whetstone,Chaos Orb,0.0331,10
Bestiary,2018-04-07,Blacksmith's Whetstone,Chaos Orb,0.03262,10
Bestiary,2018-04-08,Blacksmith's Whetstone,Chaos Orb,0.03262,10
Bestiary,2018-04-09,Blacksmith's Whetstone,Chaos Orb,0.0333,10
Bestiary,2018-04-10,Blacksmith's Whetstone,Chaos Orb,0.03327,10
Bestiary,2018-04-11,Blacksmith's Whetstone,Chaos Orb,0.03329,10
Bestiary,2018-04-12,Blacksmith's Whetstone,Chaos Orb,0.03332,10
Bestiary,2018-04-13,Blacksmith's Whetstone,Chaos Orb,0.03332,10
Bestiary,2018-04-14,Blacksmith's Whetstone,Chaos Orb,0.03322,10
Bestiary,2018-04-15,Blacksmith's Whetstone,Chaos Orb,0.03331,10
Bestiary,2018-04-16,Blacksmith's Whetstone,Chaos Orb,0.03332,10
Bestiary,2018-04-17,Blacksmith's Whetstone,Chaos Orb,0.0331,10
Bestiary,2018-04-18,Blacksmith's Whetstone,Chaos Orb,0.03307,10
Bestiary,2018-04-19,Blacksmith's Whetstone,Chaos Orb,0.03305,10
Bestiary,2018-04-20,Blacksmith's Whetstone,Chaos Orb,0.03275,10
Bestiary,2018-04-21,Blacksmith's Whetstone,Chaos Orb,0.03329,10
Bestiary,2018-04-22,Blacksmith's Whetstone,Chaos Orb,0.03333,10
Bestiary,2018-04-23,Blacksmith's Whetstone,Chaos Orb,0.0333,10
Bestiary,2018-04-24,Blacksmith's Whetstone,Chaos Orb,0.03333,10
Bestiary,2018-04-25,Blacksmith's Whetstone,Chaos Orb,0.03333,10
Bestiary,2018-04-26,Blacksmith's Whetstone,Chaos Orb,0.03333,10
Bestiary,2018-04-27,Blacksmith's Whetstone,Chaos Orb,0.03333,10
Bestiary,2018-04-28,Blacksmith's Whetstone,Chaos Orb,0.03333,10
Bestiary,2018-04-29,Blacksmith's Whetstone,Chaos Orb,0.03333,10
Bestiary,2018-04-30,Blacksmith's Whetstone,Chaos Orb,0.03332,10
Bestiary,2018-05-01,Blacksmith's Whetstone,Chaos Orb,0.03333,10
Bestiary,2018-05-02,Blacksmith's Whetstone,Chaos Orb,0.03333,10
Bestiary,2018-05-03,Blacksmith's Whetstone,Chaos Orb,0.03333,10
Bestiary,2018-05-04,Blacksmith's Whetstone,Chaos Orb,0.03312,10
Bestiary,2018-05-05,Blacksmith's Whetstone,Chaos Orb,0.03285,10
Bestiary,2018-05-06,Blacksmith's Whetstone,Chaos Orb,0.03226,10
Bestiary,2018-05-07,Blacksmith's Whetstone,Chaos Orb,0.03254,10
