League,date,Currency,PriceCurrency,Value,CurrencyID
Bestiary,2018-05-18,Silver Coin,Chaos Orb,0.2,4
Bestiary,2018-05-19,Silver Coin,Chaos Orb,0.2,4
Bestiary,2018-05-20,Silver Coin,Chaos Orb,0.2,4
Bestiary,2018-05-21,Silver Coin,Chaos Orb,0.2,4
Bestiary,2018-05-22,Silver Coin,Chaos Orb,0.2,4
Bestiary,2018-05-23,Silver Coin,Chaos Orb,0.2,4
Bestiary,2018-05-24,Silver Coin,Chaos Orb,0.2,4
Bestiary,2018-05-25,Silver Coin,Chaos Orb,0.2,4
Bestiary,2018-05-26,Silver Coin,Chaos Orb,0.2,4
Bestiary,2018-05-27,Silver Coin,Chaos Orb,0.2,4
Bestiary,2018-05-28,Silver Coin,Chaos Orb,0.2,4
Bestiary,2018-03-02,Orb of Chance,Chaos Orb,0.62333,3
Bestiary,2018-03-03,Orb of Chance,Chaos Orb,0.12229,3
Bestiary,2018-03-04,Orb of Chance,Chaos Orb,0.13876,3
Bestiary,2018-03-05,Orb of Chance,Chaos Orb,0.14999,3
Bestiary,2018-03-06,Orb of Chance,Chaos Orb,0.14808,3
Bestiary,2018-03-07,Orb of Chance,Chaos Orb,0.14149,3
Bestiary,2018-03-08,Orb of Chance,Chaos Orb,0.13885,3
Bestiary,2018-03-09,Orb of Chance,Chaos Orb,0.13861,3
Bestiary,2018-03-10,Orb of Chance,Chaos Orb,0.13816,3
Bestiary,2018-03-11,Orb of Chance,Chaos Orb,0.13844,3
Bestiary,2018-03-12,Orb of Chance,Chaos Orb,0.13807,3
Bestiary,2018-03-13,Orb of Chance,Chaos Orb,0.13639,3
Bestiary,2018-03-14,Orb of Chance,Chaos Orb,0.13859,3
Bestiary,2018-03-15,Orb of Chance,Chaos Orb,0.13953,3
Bestiary,2018-03-16,Orb of Chance,Chaos Orb,0.14235,3
Bestiary,2018-03-17,Orb of Chance,Chaos Orb,0.14459,3
Bestiary,2018-03-18,Orb of Chance,Chaos Orb,0.1395,3
Bestiary,2018-03-19,Orb of Chance,Chaos Orb,0.13682,3
Bestiary,2018-03-20,Orb of Chance,Chaos Orb,0.12893,3
Bestiary,2018-03-21,Orb of Chance,Chaos Orb,0.12324,3
Bestiary,2018-03-22,Orb of Chance,Chaos Orb,0.1181,3
Bestiary,2018-03-23,Orb of Chance,Chaos Orb,0.11253,3
Bestiary,2018-03-24,Orb of Chance,Chaos Orb,0.10966,3
Bestiary,2018-03-25,Orb of Chance,Chaos Orb,0.10899,3
Bestiary,2018-03-26,Orb of Chance,Chaos Orb,0.10783,3
Bestiary,2018-03-27,Orb of Chance,Chaos Orb,0.10709,3
Bestiary,2018-03-28,Orb of Chance,Chaos Orb,0.10764,3
Bestiary,2018-03-29,Orb of Chance,Chaos Orb,0.10793,3
Bestiary,2018-03-30,Orb of Chance,Chaos Orb,0.10712,3
Bestiary,2018-03-31,Orb of Chance,Chaos Orb,0.10596,3
Bestiary,2018-04-01,Orb of Chance,Chaos Orb,0.10506,3
Bestiary,2018-04-02,Orb of Chance,Chaos Orb,0.10526,3
Bestiary,2018-04-03,Orb of Chance,Chaos Orb,0.10453,3
Bestiary,2018-04-04,Orb of Chance,Chaos Orb,0.10503,3
Bestiary,2018-04-05,Orb of Chance,Chaos Orb,0.10526,3
Bestiary,2018-04-06,Orb of Chance,Chaos Orb,0.10609,3
Bestiary,2018-04-07,Orb of Chance,Chaos Orb,0.10757,3
Bestiary,2018-04-08,Orb of Chance,Chaos Orb,0.1103,3
Bestiary,2018-04-09,Orb of Chance,Chaos Orb,0.1108,3
Bestiary,2018-04-10,Orb of Chance,Chaos Orb,0.10955,3
Bestiary,2018-04-11,Orb of Chance,Chaos Orb,0.11094,3
Bestiary,2018-04-12,Orb of Chance,Chaos Orb,0.11139,3
Bestiary,2018-04-13,Orb of Chance,Chaos Orb,0.11422,3
Bestiary,2018-04-14,Orb of Chance,Chaos Orb,0.11359,3
Bestiary,2018-04-15,Orb of Chance,Chaos Orb,0.11233,3
Bestiary,2018-04-16,Orb of Chance,Chaos Orb,0.11331,3
Bestiary,2018-04-17,Orb of Chance,Chaos Orb,0.11108,3
Bestiary,2018-04-18,Orb of Chance,Chaos Orb,0.11111,3
Bestiary,2018-04-19,Orb of Chance,Chaos Orb,0.11105,3
Bestiary,2018-04-20,Orb of Chance,Chaos Orb,0.11223,3
Bestiary,2018-04-21,Orb of Chance,Chaos Orb,0.11384,3
Bestiary,2018-04-22,Orb of Chance,Chaos Orb,0.11158,3
Bestiary,2018-04-23,Orb of Chance,Chaos Orb,0.1111,3
Bestiary,2018-04-24,Orb of Chance,Chaos Orb,0.11071,3
Bestiary,2018-04-25,Orb of Chance,Chaos Orb,0.11109,3
Bestiary,2018-04-26,Orb of Chance,Chaos Orb,0.11111,3
Bestiary,2018-04-27,Orb of Chance,Chaos Orb,0.111,3
Bestiary,2018-04-28,Orb of Chance,Chaos Orb,0.11111,3
Bestiary,2018-04-29,Orb of Chance,Chaos Orb,0.11111,3
Bestiary,2018-04-30,Orb of Chance,Chaos Orb,0.11111,3
Bestiary,2018-05-01,Orb of Chance,Chaos Orb,0.11111,3
Bestiary,2018-05-02,Orb of Chance,Chaos Orb,0.11111,3
Bestiary,2018-05-03,Orb of Chance,Chaos Orb,0.11111,3
Bestiary,2018-05-04,Orb of Chance,Chaos Orb,0.11117,3
Bestiary,2018-05-05,Orb of Chance,Chaos Orb,0.11457,3
Bestiary,2018-05-06,Orb of Chance,Chaos Orb,0.11891,3
Bestiary,2018-05-07,Orb of Chance,Chaos Orb,0.11212,3
Bestiary,2018-05-08,Orb of Chance,Chaos Orb,0.11111,3
Bestiary,2018-05-09,Orb of Chance,Chaos Orb,0.10903,3
Bestiary,2018-05-10,Orb of Chance,Chaos Orb,0.10753,3
Bestiary,2018-05-11,Orb of Chance,Chaos Orb,0.10753,3
Bestiary,2018-05-12,Orb of Chance,Chaos Orb,0.10783,3
Bestiary,2018-05-13,Orb of Chance,Chaos Orb,0.11083,3
Bestiary,2018-05-14,Orb of Chance,Chaos Orb,0.10871,3
Bestiary,2018-05-15,Orb of Chance,Chaos Orb,0.11068,3
Bestiary,2018-05-16,Orb of Chance,Chaos Orb,0.11111,3
Bestiary,2018-05-17,Orb of Chance,Chaos Orb,0.11158,3
Bestiary,2018-05-18,Orb of Chance,Chaos Orb,0.11755,3
Bestiary,2018-05-19,Orb of Chance,Chaos Orb,0.11765,3
Bestiary,2018-05-20,Orb of Chance,Chaos Orb,0.12192,3
Bestiary,2018-05-21,Orb of Chance,Chaos Orb,0.125,3
Bestiary,2018-05-22,Orb of Chance,Chaos Orb,0.125,3
Bestiary,2018-05-23,Orb of Chance,Chaos Orb,0.125,3
Bestiary,2018-05-24,Orb of Chance,Chaos Orb,0.125,3
Bestiary,2018-05-25,Orb of Chance,Chaos Orb,0.13123,3
Bestiary,2018-05-26,Orb of Chance,Chaos Orb,0.13333,3
Bestiary,2018-05-27,Orb of Chance,Chaos Orb,0.14078,3
Bestiary,2018-05-28,Orb of Chance,Chaos Orb,0.13818,3
Bestiary,2018-03-02,Orb of Alteration,Chaos Orb,0.35177,9
Bestiary,2018-03-03,Orb of Alteration,Chaos Orb,0.03074,9
Bestiary,2018-03-04,Orb of Alteration,Chaos Orb,0.03647,9
Bestiary,2018-03-05,Orb of Alteration,Chaos Orb,0.05254,9
Bestiary,2018-03-06,Orb of Alteration,Chaos Orb,0.05728,9
Bestiary,2018-03-07,Orb of Alteration,Chaos Orb,0.05984,9
Bestiary,2018-03-08,Orb of Alteration,Chaos Orb,0.06107,9
Bestiary,2018-03-09,Orb of Alteration,Chaos Orb,0.06512,9
Bestiary,2018-03-10,Orb of Alteration,Chaos Orb,0.06805,9
Bestiary,2018-03-11,Orb of Alteration,Chaos Orb,0.07598,9
Bestiary,2018-03-12,Orb of Alteration,Chaos Orb,0.08803,9
Bestiary,2018-03-13,Orb of Alteration,Chaos Orb,0.09527,9
Bestiary,2018-03-14,Orb of Alteration,Chaos Orb,0.10247,9
Bestiary,2018-03-15,Orb of Alteration,Chaos Orb,0.10268,9
Bestiary,2018-03-16,Orb of Alteration,Chaos Orb,0.10319,9
Bestiary,2018-03-17,Orb of Alteration,Chaos Orb,0.10114,9
Bestiary,2018-03-18,Orb of Alteration,Chaos Orb,0.09751,9
Bestiary,2018-03-19,Orb of Alteration,Chaos Orb,0.098,9
Bestiary,2018-03-20,Orb of Alteration,Chaos Orb,0.09791,9
Bestiary,2018-03-21,Orb of Alteration,Chaos Orb,0.09899,9
Bestiary,2018-03-22,Orb of Alteration,Chaos Orb,0.09955,9
Bestiary,2018-03-23,Orb of Alteration,Chaos Orb,0.09965,9
Bestiary,2018-03-24,Orb of Alteration,Chaos Orb,0.09789,9
Bestiary,2018-03-25,Orb of Alteration,Chaos Orb,0.0972,9
Bestiary,2018-03-26,Orb of Alteration,Chaos Orb,0.09741,9
Bestiary,2018-03-27,Orb of Alteration,Chaos Orb,0.09672,9
Bestiary,2018-03-28,Orb of Alteration,Chaos Orb,0.09773,9
Bestiary,2018-03-29,Orb of Alteration,Chaos Orb,0.09807,9
Bestiary,2018-03-30,Orb of Alteration,Chaos Orb,0.09887,9
Bestiary,2018-03-31,Orb of Alteration,Chaos Orb,0.09895,9
Bestiary,2018-04-01,Orb of Alteration,Chaos Orb,0.0992,9
Bestiary,2018-04-02,Orb of Alteration,Chaos Orb,0.09961,9
Bestiary,2018-04-03,Orb of Alteration,Chaos Orb,0.09926,9
Bestiary,2018-04-04,Orb of Alteration,Chaos Orb,0.09962,9
Bestiary,2018-04-05,Orb of Alteration,Chaos Orb,0.10047,9
Bestiary,2018-04-06,Orb of Alteration,Chaos Orb,0.10089,9
Bestiary,2018-04-07,Orb of Alteration,Chaos Orb,0.10269,9
Bestiary,2018-04-08,Orb of Alteration,Chaos Orb,0.10555,9
Bestiary,2018-04-09,Orb of Alteration,Chaos Orb,0.10512,9
Bestiary,2018-04-10,Orb of Alteration,Chaos Orb,0.10472,9
Bestiary,2018-04-11,Orb of Alteration,Chaos Orb,0.10354,9
Bestiary,2018-04-12,Orb of Alteration,Chaos Orb,0.10456,9
Bestiary,2018-04-13,Orb of Alteration,Chaos Orb,0.10518,9
Bestiary,2018-04-14,Orb of Alteration,Chaos Orb,0.10521,9
Bestiary,2018-04-15,Orb of Alteration,Chaos Orb,0.10567,9
Bestiary,2018-04-16,Orb of Alteration,Chaos Orb,0.10561,9
Bestiary,2018-04-17,Orb of Alteration,Chaos Orb,0.10595,9
Bestiary,2018-04-18,Orb of Alteration,Chaos Orb,0.10579,9
Bestiary,2018-04-19,Orb of Alteration,Chaos Orb,0.10848,9
Bestiary,2018-04-20,Orb of Alteration,Chaos Orb,0.11016,9
Bestiary,2018-04-21,Orb of Alteration,Chaos Orb,0.11013,9
Bestiary,2018-04-22,Orb of Alteration,Chaos Orb,0.10955,9
Bestiary,2018-04-23,Orb of Alteration,Chaos Orb,0.10985,9
Bestiary,2018-04-24,Orb of Alteration,Chaos Orb,0.11022,9
Bestiary,2018-04-25,Orb of Alteration,Chaos Orb,0.1111,9
Bestiary,2018-04-26,Orb of Alteration,Chaos Orb,0.10946,9
Bestiary,2018-04-27,Orb of Alteration,Chaos Orb,0.10973,9
Bestiary,2018-04-28,Orb of Alteration,Chaos Orb,0.11111,9
Bestiary,2018-04-29,Orb of Alteration,Chaos Orb,0.11111,9
Bestiary,2018-04-30,Orb of Alteration,Chaos Orb,0.1087,9
Bestiary,2018-05-01,Orb of Alteration,Chaos Orb,0.1087,9
Bestiary,2018-05-02,Orb of Alteration,Chaos Orb,0.1087,9
Bestiary,2018-05-03,Orb of Alteration,Chaos Orb,0.10526,9
Bestiary,2018-05-04,Orb of Alteration,Chaos Orb,0.1086,9
Bestiary,2018-05-05,Orb of Alteration,Chaos Orb,0.10526,9
Bestiary,2018-05-06,Orb of Alteration,Chaos Orb,0.09971,9
Bestiary,2018-05-07,Orb of Alteration,Chaos Orb,0.09404,9
Bestiary,2018-05-08,Orb of Alteration,Chaos Orb,0.09042,9
Bestiary,2018-05-09,Orb of Alteration,Chaos Orb,0.08333,9
Bestiary,2018-05-10,Orb of Alteration,Chaos Orb,0.07953,9
Bestiary,2018-05-11,Orb of Alteration,Chaos Orb,0.08333,9
Bestiary,2018-05-12,Orb of Alteration,Chaos Orb,0.08333,9
Bestiary,2018-05-13,Orb of Alteration,Chaos Orb,0.09091,9
Bestiary,2018-05-14,Orb of Alteration,Chaos Orb,0.09284,9
Bestiary,2018-05-15,Orb of Alteration,Chaos Orb,0.09524,9
Bestiary,2018-05-16,Orb of Alteration,Chaos Orb,0.1,9
Bestiary,2018-05-17,Orb of Alteration,Chaos Orb,0.1,9
Bestiary,2018-05-18,Orb of Alteration,Chaos Orb,0.1095,9
Bestiary,2018-05-19,Orb of Alteration,Chaos Orb,0.10989,9
Bestiary,2018-05-20,Orb of Alteration,Chaos Orb,0.10989,9
Bestiary,2018-05-21,Orb of Alteration,Chaos Orb,0.11073,9
Bestiary,2018-05-22,Orb of Alteration,Chaos Orb,0.11111,9
Bestiary,2018-05-23,Orb of Alteration,Chaos Orb,0.11111,9
Bestiary,2018-05-24,Orb of Alteration,Chaos Orb,0.11111,9
Bestiary,2018-05-25,Orb of Alteration,Chaos Orb,0.11111,9
Bestiary,2018-05-26,Orb of Alteration,Chaos Orb,0.11111,9
Bestiary,2018-05-27,Orb of Alteration,Chaos Orb,0.12129,9
Bestiary,2018-05-28,Orb of Alteration,Chaos Orb,0.12439,9
Bestiary,2018-03-02,Orb of Annulment,Chaos Orb,11,1
Bestiary,2018-03-03,Orb of Annulment,Chaos Orb,3.18764,1
Bestiary,2018-03-04,Orb of Annulment,Chaos Orb,2.34934,1
Bestiary,2018-03-05,Orb of Annulment,Chaos Orb,3,1
Bestiary,2018-03-06,Orb of Annulment,Chaos Orb,3.9492,1
Bestiary,2018-03-07,Orb of Annulment,Chaos Orb,4,1
Bestiary,2018-03-08,Orb of Annulment,Chaos Orb,4.85861,1
Bestiary,2018-03-09,Orb of Annulment,Chaos Orb,4.89623,1
Bestiary,2018-03-10,Orb of Annulment,Chaos Orb,4.97803,1
Bestiary,2018-03-11,Orb of Annulment,Chaos Orb,5,1
Bestiary,2018-03-12,Orb of Annulment,Chaos Orb,5,1
Bestiary,2018-03-13,Orb of Annulment,Chaos Orb,5,1
Bestiary,2018-03-14,Orb of Annulment,Chaos Orb,6.28082,1
Bestiary,2018-03-15,Orb of Annulment,Chaos Orb,7.12545,1
Bestiary,2018-03-16,Orb of Annulment,Chaos Orb,6.98039,1
Bestiary,2018-03-17,Orb of Annulment,Chaos Orb,6.93571,1
Bestiary,2018-03-18,Orb of Annulment,Chaos Orb,6.83967,1
Bestiary,2018-03-19,Orb of Annulment,Chaos Orb,6.973,1
Bestiary,2018-03-20,Orb of Annulment,Chaos Orb,6.97765,1
Bestiary,2018-03-21,Orb of Annulment,Chaos Orb,6.98635,1
Bestiary,2018-03-22,Orb of Annulment,Chaos Orb,6.99515,1
Bestiary,2018-03-23,Orb of Annulment,Chaos Orb,7.04716,1
Bestiary,2018-03-24,Orb of Annulment,Chaos Orb,7.58538,1
Bestiary,2018-03-25,Orb of Annulment,Chaos Orb,7.88666,1
Bestiary,2018-03-26,Orb of Annulment,Chaos Orb,7.99712,1
Bestiary,2018-03-27,Orb of Annulment,Chaos Orb,8.75747,1
Bestiary,2018-03-28,Orb of Annulment,Chaos Orb,9.88163,1
Bestiary,2018-03-29,Orb of Annulment,Chaos Orb,10.0099,1
Bestiary,2018-03-30,Orb of Annulment,Chaos Orb,10.08075,1
Bestiary,2018-03-31,Orb of Annulment,Chaos Orb,10.56247,1
Bestiary,2018-04-01,Orb of Annulment,Chaos Orb,10.36547,1
Bestiary,2018-04-02,Orb of Annulment,Chaos Orb,10.15456,1
Bestiary,2018-04-03,Orb of Annulment,Chaos Orb,10.97247,1
Bestiary,2018-04-04,Orb of Annulment,Chaos Orb,10.97684,1
Bestiary,2018-04-05,Orb of Annulment,Chaos Orb,10.99006,1
Bestiary,2018-04-06,Orb of Annulment,Chaos Orb,11,1
Bestiary,2018-04-07,Orb of Annulment,Chaos Orb,11.32159,1
Bestiary,2018-04-08,Orb of Annulment,Chaos Orb,11.7248,1
Bestiary,2018-04-09,Orb of Annulment,Chaos Orb,11.67307,1
Bestiary,2018-04-10,Orb of Annulment,Chaos Orb,12,1
Bestiary,2018-04-11,Orb of Annulment,Chaos Orb,11.87664,1
Bestiary,2018-04-12,Orb of Annulment,Chaos Orb,11.9101,1
Bestiary,2018-04-13,Orb of Annulment,Chaos Orb,11.94515,1
Bestiary,2018-04-14,Orb of Annulment,Chaos Orb,11.92545,1
Bestiary,2018-04-15,Orb of Annulment,Chaos Orb,11.98522,1
Bestiary,2018-04-16,Orb of Annulment,Chaos Orb,11.99779,1
Bestiary,2018-04-17,Orb of Annulment,Chaos Orb,12.01511,1
Bestiary,2018-04-18,Orb of Annulment,Chaos Orb,12.29647,1
Bestiary,2018-04-19,Orb of Annulment,Chaos Orb,12.88516,1
Bestiary,2018-04-20,Orb of Annulment,Chaos Orb,12.94489,1
Bestiary,2018-04-21,Orb of Annulment,Chaos Orb,12.67387,1
Bestiary,2018-04-22,Orb of Annulment,Chaos Orb,12.67629,1
Bestiary,2018-04-23,Orb of Annulment,Chaos Orb,12.87343,1
Bestiary,2018-04-24,Orb of Annulment,Chaos Orb,13.0776,1
Bestiary,2018-04-25,Orb of Annulment,Chaos Orb,13.73999,1
Bestiary,2018-04-26,Orb of Annulment,Chaos Orb,12.92292,1
Bestiary,2018-04-27,Orb of Annulment,Chaos Orb,12.90661,1
Bestiary,2018-04-28,Orb of Annulment,Chaos Orb,14,1
Bestiary,2018-04-29,Orb of Annulment,Chaos Orb,14,1
Bestiary,2018-04-30,Orb of Annulment,Chaos Orb,14,1
Bestiary,2018-05-01,Orb of Annulment,Chaos Orb,14,1
Bestiary,2018-05-02,Orb of Annulment,Chaos Orb,15,1
Bestiary,2018-05-03,Orb of Annulment,Chaos Orb,15,1
Bestiary,2018-05-04,Orb of Annulment,Chaos Orb,15,1
Bestiary,2018-05-05,Orb of Annulment,Chaos Orb,15,1
Bestiary,2018-05-06,Orb of Annulment,Chaos Orb,15,1
Bestiary,2018-05-07,Orb of Annulment,Chaos Orb,14.75912,1
Bestiary,2018-05-08,Orb of Annulment,Chaos Orb,15,1
Bestiary,2018-05-09,Orb of Annulment,Chaos Orb,14,1
Bestiary,2018-05-10,Orb of Annulment,Chaos Orb,14,1
Bestiary,2018-05-11,Orb of Annulment,Chaos Orb,15,1
Bestiary,2018-05-12,Orb of Annulment,Chaos Orb,15,1
Bestiary,2018-05-13,Orb of Annulment,Chaos Orb,15,1
Bestiary,2018-05-14,Orb of Annulment,Chaos Orb,18.78,1
Bestiary,2018-05-15,Orb of Annulment,Chaos Orb,20,1
Bestiary,2018-05-16,Orb of Annulment,Chaos Orb,19.18393,1
Bestiary,2018-05-17,Orb of Annulment,Chaos Orb,20,1
Bestiary,2018-05-18,Orb of Annulment,Chaos Orb,21.74984,1
Bestiary,2018-05-19,Orb of Annulment,Chaos Orb,23.13663,1
Bestiary,2018-05-20,Orb of Annulment,Chaos Orb,24.27449,1
Bestiary,2018-05-21,Orb of Annulment,Chaos Orb,24,1
Bestiary,2018-05-22,Orb of Annulment,Chaos Orb,24.53825,1
Bestiary,2018-05-23,Orb of Annulment,Chaos Orb,26.37584,1
Bestiary,2018-05-24,Orb of Annulment,Chaos Orb,27.44444,1
Bestiary,2018-05-25,Orb of Annulment,Chaos Orb,26.92105,1
Bestiary,2018-05-26,Orb of Annulment,Chaos Orb,25.93398,1
Bestiary,2018-05-27,Orb of Annulment,Chaos Orb,25.47526,1
Bestiary,2018-05-28,Orb of Annulment,Chaos Orb,25,1
Bestiary,2018-03-02,Exalted Orb,Chaos Orb,58,0
Bestiary,2018-03-03,Exalted Orb,Chaos Orb,26.156,0
Bestiary,2018-03-04,Exalted Orb,Chaos Orb,40.16032,0
Bestiary,2018-03-05,Exalted Orb,Chaos Orb,50.45981,0
Bestiary,2018-03-06,Exalted Orb,Chaos Orb,49.05885,0
Bestiary,2018-03-07,Exalted Orb,Chaos Orb,50.46742,0
Bestiary,2018-03-08,Exalted Orb,Chaos Orb,55.7291,0
Bestiary,2018-03-09,Exalted Orb,Chaos Orb,66.18633,0
Bestiary,2018-03-10,Exalted Orb,Chaos Orb,70.15682,0
Bestiary,2018-03-11,Exalted Orb,Chaos Orb,71.02177,0
Bestiary,2018-03-12,Exalted Orb,Chaos Orb,75.04021,0
Bestiary,2018-03-13,Exalted Orb,Chaos Orb,79.3179,0
Bestiary,2018-03-14,Exalted Orb,Chaos Orb,80.65851,0
Bestiary,2018-03-15,Exalted Orb,Chaos Orb,80.96557,0
Bestiary,2018-03-16,Exalted Orb,Chaos Orb,79.44353,0
Bestiary,2018-03-17,Exalted Orb,Chaos Orb,74.3598,0
Bestiary,2018-03-18,Exalted Orb,Chaos Orb,73.12796,0
Bestiary,2018-03-19,Exalted Orb,Chaos Orb,71.20945,0
Bestiary,2018-03-20,Exalted Orb,Chaos Orb,72.01392,0
Bestiary,2018-03-21,Exalted Orb,Chaos Orb,72.80732,0
Bestiary,2018-03-22,Exalted Orb,Chaos Orb,72.77087,0
Bestiary,2018-03-23,Exalted Orb,Chaos Orb,72.87644,0
Bestiary,2018-03-24,Exalted Orb,Chaos Orb,72.1335,0
Bestiary,2018-03-25,Exalted Orb,Chaos Orb,71.9317,0
Bestiary,2018-03-26,Exalted Orb,Chaos Orb,72.86709,0
Bestiary,2018-03-27,Exalted Orb,Chaos Orb,74.3337,0
Bestiary,2018-03-28,Exalted Orb,Chaos Orb,77.09497,0
Bestiary,2018-03-29,Exalted Orb,Chaos Orb,78.41942,0
Bestiary,2018-03-30,Exalted Orb,Chaos Orb,81.05735,0
Bestiary,2018-03-31,Exalted Orb,Chaos Orb,81.96441,0
Bestiary,2018-04-01,Exalted Orb,Chaos Orb,83.17588,0
Bestiary,2018-04-02,Exalted Orb,Chaos Orb,82.11285,0
Bestiary,2018-04-03,Exalted Orb,Chaos Orb,83.68532,0
Bestiary,2018-04-04,Exalted Orb,Chaos Orb,88.36653,0
Bestiary,2018-04-05,Exalted Orb,Chaos Orb,92.4885,0
Bestiary,2018-04-06,Exalted Orb,Chaos Orb,93.35595,0
Bestiary,2018-04-07,Exalted Orb,Chaos Orb,94.03279,0
Bestiary,2018-04-08,Exalted Orb,Chaos Orb,94.48748,0
Bestiary,2018-04-09,Exalted Orb,Chaos Orb,96.17833,0
Bestiary,2018-04-10,Exalted Orb,Chaos Orb,98.31959,0
Bestiary,2018-04-11,Exalted Orb,Chaos Orb,102.79045,0
Bestiary,2018-04-12,Exalted Orb,Chaos Orb,109.08775,0
Bestiary,2018-04-13,Exalted Orb,Chaos Orb,105.57608,0
Bestiary,2018-04-14,Exalted Orb,Chaos Orb,103.39639,0
Bestiary,2018-04-15,Exalted Orb,Chaos Orb,104.95947,0
Bestiary,2018-04-16,Exalted Orb,Chaos Orb,109.32601,0
Bestiary,2018-04-17,Exalted Orb,Chaos Orb,112.41786,0
Bestiary,2018-04-18,Exalted Orb,Chaos Orb,113.9941,0
Bestiary,2018-04-19,Exalted Orb,Chaos Orb,114.43918,0
Bestiary,2018-04-20,Exalted Orb,Chaos Orb,117.25137,0
Bestiary,2018-04-21,Exalted Orb,Chaos Orb,119.68599,0
Bestiary,2018-04-22,Exalted Orb,Chaos Orb,122.20752,0
Bestiary,2018-04-23,Exalted Orb,Chaos Orb,123.93222,0
Bestiary,2018-04-24,Exalted Orb,Chaos Orb,124.30413,0
Bestiary,2018-04-25,Exalted Orb,Chaos Orb,126.58305,0
Bestiary,2018-04-26,Exalted Orb,Chaos Orb,128.69158,0
Bestiary,2018-04-27,Exalted Orb,Chaos Orb,131.37043,0
Bestiary,2018-04-28,Exalted Orb,Chaos Orb,131,0
Bestiary,2018-04-29,Exalted Orb,Chaos Orb,127,0
Bestiary,2018-04-30,Exalted Orb,Chaos Orb,128,0
Bestiary,2018-05-01,Exalted Orb,Chaos Orb,128,0
Bestiary,2018-05-02,Exalted Orb,Chaos Orb,126.9975,0
Bestiary,2018-05-03,Exalted Orb,Chaos Orb,127,0
Bestiary,2018-05-04,Exalted Orb,Chaos Orb,127,0
Bestiary,2018-05-05,Exalted Orb,Chaos Orb,127.09382,0
Bestiary,2018-05-06,Exalted Orb,Chaos Orb,129.5,0
Bestiary,2018-05-07,Exalted Orb,Chaos Orb,131.65254,0
Bestiary,2018-05-08,Exalted Orb,Chaos Orb,140,0
Bestiary,2018-05-09,Exalted Orb,Chaos Orb,140,0
Bestiary,2018-05-10,Exalted Orb,Chaos Orb,141,0
Bestiary,2018-05-11,Exalted Orb,Chaos Orb,145,0
Bestiary,2018-05-12,Exalted Orb,Chaos Orb,144.38219,0
Bestiary,2018-05-13,Exalted Orb,Chaos Orb,142,0
Bestiary,2018-05-14,Exalted Orb,Chaos Orb,145,0
Bestiary,2018-05-15,Exalted Orb,Chaos Orb,145,0
Bestiary,2018-05-16,Exalted Orb,Chaos Orb,144.02173,0
Bestiary,2018-05-17,Exalted Orb,Chaos Orb,145,0
Bestiary,2018-05-18,Exalted Orb,Chaos Orb,143.04591,0
Bestiary,2018-05-19,Exalted Orb,Chaos Orb,140,0
Bestiary,2018-05-20,Exalted Orb,Chaos Orb,135,0
Bestiary,2018-05-21,Exalted Orb,Chaos Orb,133,0
Bestiary,2018-05-22,Exalted Orb,Chaos Orb,130,0
Bestiary,2018-05-23,Exalted Orb,Chaos Orb,130,0
Bestiary,2018-05-24,Exalted Orb,Chaos Orb,130,0
Bestiary,2018-05-25,Exalted Orb,Chaos Orb,129.0301,0
Bestiary,2018-05-26,Exalted Orb,Chaos Orb,130,0
Bestiary,2018-05-27,Exalted Orb,Chaos Orb,130,0
Bestiary,2018-05-28,Exalted Orb,Chaos Orb,128,0
